Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
57,No,Travel_Rarely,Sales,29,Bachelors,568,1,Male,56,2,Manager,4,Divorced,14118,No,12,32,1,0,0
50,No,Travel_Rarely,Research & Development,29,Masters,569,2,Male,88,2,Manager,3,Married,17046,No,15,28,27,10,15
30,No,Non-Travel,Research & Development,2,Bachelors,571,3,Female,49,3,Laboratory Technician,4,Single,2564,No,14,12,11,7,6
60,No,Travel_Frequently,Sales,28,Bachelors,573,3,Female,80,2,Sales Executive,1,Married,10266,No,19,22,18,13,13
47,No,Travel_Rarely,Research & Development,2,Associates,574,1,Female,65,3,Manufacturing Director,4,Divorced,5070,No,13,20,5,0,0
46,No,Travel_Rarely,Research & Development,2,Bachelors,575,1,Male,51,3,Research Director,3,Married,17861,No,13,26,3,2,0
35,No,Travel_Rarely,Research & Development,22,Bachelors,577,4,Male,46,1,Laboratory Technician,3,Single,4230,No,15,6,5,4,4
54,No,Travel_Rarely,Research & Development,8,Masters,578,3,Female,42,3,Laboratory Technician,3,Single,3780,No,11,19,1,0,0
34,No,Travel_Rarely,Research & Development,2,Masters,579,4,Male,62,2,Research Scientist,3,Divorced,2768,No,12,14,7,3,5
46,No,Travel_Rarely,Sales,10,Bachelors,580,3,Female,94,2,Sales Executive,4,Married,9071,Yes,19,15,3,2,1
31,No,Travel_Rarely,Research & Development,9,High School,581,3,Male,33,3,Manufacturing Director,2,Divorced,10648,No,25,13,13,8,0
33,Yes,Travel_Rarely,Research & Development,15,High School,582,2,Male,56,3,Manager,3,Married,13610,Yes,12,15,7,6,7
33,Yes,Travel_Rarely,Research & Development,10,High School,584,1,Male,38,1,Laboratory Technician,4,Divorced,3408,No,13,8,4,3,1
30,No,Travel_Rarely,Sales,7,High School,585,4,Male,57,3,Sales Representative,2,Single,2983,No,14,4,3,2,1
35,No,Travel_Rarely,Research & Development,16,Bachelors,586,4,Male,72,3,Healthcare Representative,3,Married,7632,Yes,12,10,8,7,0
31,Yes,Travel_Frequently,Research & Development,20,Bachelors,587,1,Male,66,3,Healthcare Representative,3,Married,9824,No,12,12,1,0,0
34,Yes,Travel_Frequently,Human Resources,23,Bachelors,590,2,Female,43,3,Human Resources,1,Divorced,9950,Yes,15,11,3,2,0
42,No,Travel_Frequently,Research & Development,5,Associates,591,2,Male,97,3,Laboratory Technician,3,Married,2093,No,17,8,2,2,2
36,No,Non-Travel,Sales,10,Masters,592,2,Male,32,3,Sales Executive,4,Single,9980,No,14,10,10,3,9
22,Yes,Travel_Frequently,Research & Development,4,High School,593,3,Male,99,2,Laboratory Technician,3,Single,3894,No,16,4,2,2,1
48,No,Travel_Rarely,Sales,2,Doctorate,595,2,Female,37,3,Sales Executive,4,Married,4051,No,14,14,9,7,6
55,No,Travel_Rarely,Sales,18,Doctorate,597,1,Female,83,3,Manager,2,Single,16835,No,23,37,10,9,7
41,No,Non-Travel,Sales,10,Associates,599,4,Male,56,3,Sales Executive,4,Single,6230,No,14,16,14,3,1
35,No,Travel_Rarely,Sales,1,Bachelors,600,2,Male,85,3,Sales Executive,3,Married,4717,No,11,15,11,9,6
40,No,Travel_Rarely,Research & Development,6,Bachelors,601,2,Female,75,3,Manufacturing Director,3,Single,13237,No,15,22,20,6,5
39,No,Travel_Frequently,Research & Development,8,High School,602,3,Female,48,3,Laboratory Technician,3,Married,3755,No,11,8,8,3,0
31,No,Travel_Rarely,Sales,2,High School,604,2,Male,77,3,Sales Executive,4,Single,6582,Yes,13,10,6,5,0
42,No,Travel_Rarely,Research & Development,24,Bachelors,605,4,Male,56,3,Manufacturing Director,1,Married,7406,Yes,21,10,10,9,5
45,No,Travel_Rarely,Sales,2,Bachelors,606,4,Male,61,3,Sales Executive,2,Married,4805,No,19,9,8,7,3
26,Yes,Travel_Frequently,Human Resources,17,Masters,608,2,Female,58,3,Human Resources,3,Divorced,2741,Yes,11,8,7,7,1
29,No,Travel_Rarely,Research & Development,19,Bachelors,611,4,Male,34,3,Manufacturing Director,4,Divorced,4262,No,12,8,3,2,1
33,No,Travel_Rarely,Research & Development,1,Doctorate,612,1,Female,95,4,Research Director,3,Divorced,16184,No,19,10,6,1,0
31,No,Travel_Rarely,Sales,7,Bachelors,613,3,Male,44,2,Manager,4,Divorced,11557,No,21,10,5,4,0
18,Yes,Travel_Frequently,Sales,5,Bachelors,614,2,Male,69,3,Sales Representative,2,Single,1878,Yes,14,0,0,0,0
40,No,Non-Travel,Sales,28,Bachelors,615,3,Male,58,1,Sales Executive,1,Divorced,10932,No,15,20,1,0,0
41,No,Non-Travel,Research & Development,2,Masters,616,1,Female,62,2,Healthcare Representative,3,Single,6811,Yes,17,10,8,7,0
26,No,Travel_Rarely,Sales,29,Associates,618,1,Male,45,3,Sales Executive,3,Divorced,4306,No,12,8,0,0,0
35,No,Travel_Rarely,Sales,1,Bachelors,620,1,Female,80,3,Sales Executive,3,Single,4859,No,16,5,5,4,0
34,No,Travel_Rarely,Sales,21,Masters,621,4,Male,74,4,Sales Executive,4,Single,5337,No,12,10,10,7,5
26,Yes,Travel_Rarely,Research & Development,24,Bachelors,622,3,Male,66,1,Laboratory Technician,4,Single,2340,Yes,18,1,1,0,0
37,No,Travel_Rarely,Research & Development,1,Bachelors,623,2,Female,59,3,Manufacturing Director,4,Single,7491,No,17,12,6,5,1
46,No,Travel_Frequently,Research & Development,18,High School,624,1,Female,86,3,Healthcare Representative,3,Married,10527,No,11,28,2,2,1
41,No,Travel_Rarely,Sales,2,Doctorate,625,2,Female,91,3,Manager,1,Married,16595,No,16,22,18,16,11
37,No,Non-Travel,Sales,9,Masters,626,1,Male,69,3,Sales Executive,2,Divorced,8834,No,13,9,9,5,7
52,No,Travel_Rarely,Research & Development,6,Associates,630,4,Male,78,3,Research Scientist,1,Divorced,5577,Yes,12,18,10,9,6
32,Yes,Non-Travel,Sales,11,Masters,631,4,Male,60,4,Sales Executive,3,Married,4707,No,12,6,4,2,1
24,No,Travel_Frequently,Sales,24,Bachelors,632,4,Male,38,3,Sales Representative,4,Married,2400,No,13,3,2,2,2
38,No,Travel_Rarely,Research & Development,10,Bachelors,634,3,Female,76,3,Healthcare Representative,3,Married,9824,No,19,18,1,0,0
37,No,Travel_Rarely,Research & Development,1,Masters,635,2,Female,65,3,Manufacturing Director,2,Married,6447,No,12,8,6,5,4
49,No,Travel_Rarely,Research & Development,18,Masters,638,4,Male,58,2,Research Director,3,Divorced,19502,Yes,17,31,31,9,0
24,No,Travel_Rarely,Research & Development,23,Bachelors,639,2,Male,89,4,Research Scientist,4,Married,2725,Yes,11,6,6,5,1
26,No,Travel_Rarely,Sales,28,Associates,641,1,Male,66,3,Sales Executive,2,Married,6272,No,20,6,5,3,1
24,No,Travel_Rarely,Research & Development,17,Associates,643,4,Male,94,2,Laboratory Technician,2,Married,2127,No,21,1,1,0,0
50,No,Travel_Frequently,Human Resources,3,Bachelors,644,1,Male,99,3,Manager,2,Married,18200,No,11,32,32,5,10
25,No,Travel_Rarely,Sales,13,High School,645,2,Male,40,3,Sales Representative,3,Married,2096,No,11,7,7,4,0
24,Yes,Travel_Frequently,Research & Development,7,Bachelors,647,1,Female,55,3,Laboratory Technician,3,Married,2886,Yes,16,6,6,3,1
30,Yes,Travel_Frequently,Sales,12,Masters,648,2,Male,74,2,Sales Representative,1,Married,2033,No,18,1,1,0,0
34,No,Travel_Rarely,Research & Development,1,Associates,649,2,Male,83,2,Research Scientist,4,Married,3622,Yes,13,6,6,5,1
31,Yes,Travel_Rarely,Sales,13,Masters,650,2,Male,46,3,Sales Executive,1,Divorced,4233,No,17,9,3,1,1
35,No,Travel_Rarely,Research & Development,25,Associates,652,1,Male,54,2,Laboratory Technician,4,Single,3681,No,14,9,3,2,0
31,No,Travel_Rarely,Sales,6,Masters,653,1,Male,66,4,Sales Executive,4,Divorced,5460,No,22,13,7,7,5
27,No,Travel_Rarely,Research & Development,6,Masters,655,1,Female,66,2,Research Scientist,3,Divorced,2187,No,12,6,5,3,0
37,No,Travel_Rarely,Sales,2,Bachelors,656,4,Male,75,3,Sales Executive,3,Married,9602,Yes,11,17,3,0,1
20,No,Travel_Rarely,Research & Development,1,Bachelors,657,4,Female,83,2,Research Scientist,2,Single,2836,No,13,1,1,0,0
42,No,Travel_Rarely,Research & Development,2,Masters,659,3,Female,81,3,Healthcare Representative,4,Married,4089,No,13,10,10,2,2
43,No,Travel_Rarely,Research & Development,6,Masters,661,2,Male,50,2,Research Director,4,Divorced,16627,Yes,14,21,1,0,0
38,No,Travel_Rarely,Research & Development,1,High School,662,3,Female,43,3,Research Scientist,1,Single,2619,No,17,8,0,0,0
43,No,Travel_Frequently,Research & Development,9,Doctorate,663,4,Male,72,3,Laboratory Technician,3,Divorced,5679,Yes,13,10,8,7,4
48,No,Travel_Rarely,Research & Development,1,Masters,664,4,Female,40,2,Manager,1,Married,15402,No,11,21,3,2,0
44,No,Travel_Rarely,Human Resources,1,Masters,665,1,Female,50,2,Human Resources,3,Single,5985,No,11,10,2,2,0
34,No,Travel_Rarely,Sales,14,Bachelors,666,3,Female,31,3,Sales Representative,3,Divorced,2579,Yes,18,8,8,2,0
27,Yes,Travel_Rarely,Sales,2,High School,667,3,Male,85,3,Sales Representative,1,Divorced,3041,No,11,5,4,3,0
21,No,Travel_Rarely,Sales,22,High School,669,3,Male,49,3,Sales Representative,3,Single,3447,No,11,3,3,2,1
44,No,Travel_Rarely,Research & Development,3,Masters,671,4,Male,35,3,Manager,4,Married,19513,Yes,12,26,2,2,0
22,No,Travel_Rarely,Research & Development,6,High School,675,1,Male,69,3,Research Scientist,3,Married,2773,No,20,3,2,2,2
33,No,Travel_Rarely,Sales,8,Masters,677,3,Male,39,3,Sales Executive,3,Divorced,7104,No,12,6,5,0,1
32,No,Travel_Rarely,Research & Development,9,Masters,679,1,Female,92,3,Research Scientist,4,Married,6322,Yes,12,6,6,4,0
30,No,Travel_Frequently,Research & Development,3,Bachelors,680,3,Female,71,3,Research Scientist,3,Divorced,2083,No,20,1,1,0,0
53,No,Travel_Rarely,Sales,1,High School,682,4,Female,34,3,Sales Executive,1,Single,8381,No,20,18,14,7,8
34,No,Travel_Rarely,Research & Development,1,Doctorate,683,2,Male,42,3,Research Scientist,4,Married,2691,No,12,10,10,9,8
45,Yes,Travel_Frequently,Sales,26,Masters,684,1,Female,100,3,Sales Executive,1,Married,4286,No,14,5,1,1,0
26,No,Travel_Rarely,Research & Development,6,Bachelors,686,3,Female,71,3,Laboratory Technician,4,Married,2659,Yes,13,3,3,2,0
37,No,Travel_Rarely,Research & Development,3,Bachelors,689,3,Male,36,3,Manufacturing Director,3,Married,9434,No,15,10,10,7,7
29,No,Travel_Rarely,Sales,3,Associates,690,2,Female,62,3,Sales Executive,3,Married,5561,No,14,6,6,0,1
35,No,Travel_Rarely,Research & Development,6,Masters,691,2,Male,82,1,Research Scientist,4,Single,6646,No,13,17,17,11,11
33,No,Travel_Frequently,Research & Development,6,Bachelors,692,3,Male,30,3,Healthcare Representative,4,Divorced,7725,No,23,15,13,11,4
54,No,Travel_Rarely,Human Resources,19,Masters,698,3,Male,88,3,Human Resources,2,Married,10725,No,15,16,9,7,7
36,No,Travel_Rarely,Research & Development,9,Associates,699,2,Male,48,2,Manufacturing Director,2,Divorced,8847,Yes,11,13,3,2,0
27,No,Travel_Rarely,Research & Development,3,Masters,700,1,Male,54,2,Research Scientist,4,Single,2045,No,13,5,4,2,1
20,Yes,Travel_Rarely,Research & Development,10,High School,701,4,Male,32,3,Research Scientist,3,Single,1009,Yes,11,1,1,0,1
33,Yes,Travel_Frequently,Research & Development,3,Bachelors,702,1,Male,70,3,Research Scientist,1,Single,3348,Yes,11,10,10,8,9
35,No,Non-Travel,Research & Development,3,Bachelors,704,3,Male,41,2,Laboratory Technician,3,Married,1281,No,18,1,1,0,0
23,No,Travel_Rarely,Research & Development,4,Bachelors,705,1,Male,58,4,Research Scientist,1,Married,2819,No,16,5,3,2,0
25,No,Travel_Rarely,Sales,8,Bachelors,707,4,Male,57,4,Sales Executive,2,Married,4851,No,22,4,3,2,1
38,No,Travel_Rarely,Sales,7,Masters,709,4,Female,46,2,Sales Executive,4,Single,4028,No,20,8,7,7,0
29,No,Travel_Frequently,Research & Development,1,Masters,710,2,Male,76,1,Research Scientist,4,Divorced,2720,No,18,10,10,7,2
48,No,Travel_Rarely,Sales,2,High School,712,2,Male,56,4,Sales Executive,2,Married,8120,No,12,12,2,2,2
27,No,Travel_Frequently,Sales,3,High School,714,4,Female,71,4,Sales Executive,4,Divorced,4647,Yes,20,6,6,5,0
37,No,Travel_Rarely,Research & Development,10,Associates,715,4,Male,80,4,Research Scientist,4,Single,4680,No,17,4,1,0,0
50,No,Travel_Rarely,Research & Development,28,High School,716,4,Male,74,4,Laboratory Technician,3,Married,3221,Yes,11,20,20,8,3
34,No,Travel_Rarely,Research & Development,9,Bachelors,717,4,Female,46,2,Healthcare Representative,2,Single,8621,No,14,9,8,7,7
24,Yes,Travel_Rarely,Sales,3,Associates,720,1,Female,65,3,Sales Executive,3,Single,4577,No,14,4,2,2,2
39,No,Travel_Rarely,Research & Development,2,Masters,721,4,Female,80,2,Healthcare Representative,3,Single,4553,No,11,20,20,7,11
32,No,Travel_Rarely,Sales,10,Bachelors,722,4,Male,55,3,Sales Executive,4,Single,5396,No,12,10,10,7,0
50,Yes,Travel_Frequently,Sales,8,Associates,723,2,Male,50,3,Sales Executive,3,Married,6796,Yes,14,18,4,3,1
38,No,Travel_Rarely,Research & Development,1,Masters,724,2,Female,33,4,Healthcare Representative,4,Single,7625,No,13,10,9,7,1
27,No,Travel_Rarely,Research & Development,1,Associates,725,3,Female,68,3,Manufacturing Director,1,Married,7412,No,11,9,9,7,0
32,No,Travel_Rarely,Research & Development,3,Associates,727,3,Female,39,3,Research Director,4,Single,11159,No,15,10,7,7,7
47,No,Travel_Rarely,Sales,14,Masters,728,4,Male,42,3,Sales Executive,1,Single,4960,No,12,20,7,7,1
40,No,Travel_Frequently,Sales,5,Masters,729,4,Male,48,2,Sales Executive,1,Married,10475,Yes,21,20,18,13,1
53,No,Travel_Rarely,Research & Development,7,Bachelors,730,3,Male,59,4,Research Director,3,Married,14814,No,19,32,5,1,1
41,No,Travel_Rarely,Human Resources,10,Masters,731,2,Male,73,2,Manager,4,Divorced,19141,No,15,23,21,6,12
60,No,Travel_Rarely,Sales,16,Masters,732,1,Male,84,3,Sales Executive,1,Single,5405,No,14,10,2,2,2
27,No,Travel_Frequently,Research & Development,10,Associates,733,4,Male,32,3,Manufacturing Director,1,Divorced,8793,No,21,9,9,7,1
41,No,Travel_Rarely,Human Resources,1,Bachelors,734,4,Male,59,2,Manager,3,Married,19189,No,12,22,22,7,2
50,No,Travel_Rarely,Sales,8,Masters,738,4,Male,54,3,Sales Representative,2,Married,3875,No,15,4,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,Associates,741,1,Female,67,1,Research Scientist,2,Single,2216,Yes,13,10,7,7,3
36,No,Non-Travel,Research & Development,8,Bachelors,742,1,Female,63,4,Research Director,1,Married,11713,No,14,10,8,7,0
38,No,Travel_Rarely,Research & Development,1,Bachelors,743,3,Female,81,3,Manufacturing Director,3,Single,7861,Yes,14,10,1,0,0
44,No,Non-Travel,Research & Development,24,Bachelors,744,1,Male,49,1,Laboratory Technician,3,Single,3708,No,14,9,5,2,1
47,No,Travel_Frequently,Sales,3,Bachelors,746,4,Female,49,3,Sales Executive,3,Divorced,13770,Yes,12,28,22,2,11
30,No,Travel_Rarely,Sales,27,Doctorate,747,3,Male,99,3,Sales Executive,4,Divorced,5304,No,23,10,8,7,7
29,No,Travel_Rarely,Sales,10,Bachelors,749,3,Male,99,3,Sales Representative,3,Single,2642,No,11,1,1,0,0
42,Yes,Travel_Frequently,Research & Development,19,Bachelors,752,3,Male,57,4,Research Scientist,3,Divorced,2759,Yes,12,7,2,2,2
43,No,Travel_Frequently,Sales,15,Bachelors,754,4,Male,47,2,Sales Executive,4,Married,6804,No,18,7,2,2,2
34,No,Travel_Rarely,Research & Development,8,Associates,757,2,Female,96,3,Healthcare Representative,3,Single,6142,No,11,10,5,1,4
23,No,Travel_Rarely,Research & Development,9,High School,758,2,Male,37,3,Laboratory Technician,1,Married,2500,No,14,5,4,3,0
39,No,Travel_Rarely,Human Resources,3,Bachelors,760,3,Female,44,4,Human Resources,2,Married,6389,No,15,12,8,3,3
56,No,Travel_Rarely,Research & Development,9,Bachelors,762,3,Male,81,3,Healthcare Representative,4,Married,11103,No,11,30,10,7,1
40,No,Travel_Rarely,Research & Development,2,High School,763,4,Female,86,2,Research Scientist,4,Single,2342,Yes,20,5,4,2,2
27,No,Travel_Rarely,Research & Development,7,Bachelors,764,4,Female,55,2,Healthcare Representative,1,Single,6811,No,19,9,7,6,0
29,No,Travel_Rarely,Sales,10,Bachelors,766,4,Male,83,3,Sales Representative,2,Divorced,2297,No,14,2,2,2,2
53,No,Travel_Rarely,Research & Development,6,Bachelors,769,4,Male,86,3,Laboratory Technician,4,Single,2450,No,17,19,2,2,2
35,No,Non-Travel,Research & Development,2,Masters,771,4,Female,61,3,Healthcare Representative,1,Divorced,5093,No,11,16,1,0,0
32,No,Travel_Frequently,Research & Development,24,Masters,772,1,Male,80,3,Laboratory Technician,4,Married,5309,No,15,10,10,8,4
38,No,Travel_Rarely,Research & Development,2,Doctorate,773,4,Male,92,3,Research Scientist,3,Married,3057,Yes,13,6,1,0,0
34,No,Travel_Rarely,Research & Development,8,Doctorate,775,2,Female,32,3,Manufacturing Director,1,Divorced,5121,No,14,7,0,0,0
52,No,Travel_Rarely,Sales,3,Masters,776,3,Male,31,2,Manager,1,Married,16856,No,11,34,34,6,1
33,Yes,Travel_Rarely,Research & Development,1,Masters,780,4,Male,63,3,Research Scientist,4,Single,2686,Yes,13,10,10,9,7
25,No,Travel_Rarely,Sales,26,High School,781,3,Female,32,3,Sales Executive,4,Single,6180,No,23,6,6,5,1
45,No,Travel_Rarely,Sales,2,Associates,783,2,Male,46,1,Sales Representative,3,Single,6632,No,13,9,8,7,3
23,No,Travel_Rarely,Research & Development,10,High School,784,1,Male,79,4,Research Scientist,3,Single,3505,No,18,2,2,2,0
47,Yes,Travel_Frequently,Sales,27,Associates,785,2,Female,77,4,Sales Executive,3,Single,6397,Yes,12,8,5,4,1
34,No,Travel_Rarely,Sales,2,Bachelors,786,4,Male,60,3,Sales Executive,4,Single,6274,No,22,6,6,5,1
55,Yes,Travel_Rarely,Research & Development,2,Bachelors,787,4,Male,78,3,Manager,1,Married,19859,Yes,13,24,5,2,1
36,No,Non-Travel,Sales,8,Masters,789,1,Male,76,2,Sales Executive,1,Single,7587,No,15,10,10,7,0
52,No,Non-Travel,Research & Development,19,Masters,791,4,Male,41,3,Research Scientist,4,Married,4258,No,18,5,4,3,1
26,No,Travel_Frequently,Research & Development,1,Associates,792,1,Female,71,1,Laboratory Technician,4,Divorced,4364,No,14,5,2,2,2
29,No,Travel_Rarely,Research & Development,27,Bachelors,793,2,Female,66,3,Healthcare Representative,3,Married,4335,No,12,11,8,7,1
26,Yes,Travel_Rarely,Sales,8,Bachelors,796,4,Male,38,2,Sales Executive,1,Single,5326,No,17,6,4,3,1
34,No,Travel_Rarely,Research & Development,1,Masters,797,2,Female,72,4,Research Scientist,4,Single,3280,No,16,10,4,2,1
54,No,Travel_Rarely,Research & Development,19,Masters,799,4,Female,95,3,Manufacturing Director,1,Divorced,5485,Yes,11,9,5,3,1
27,No,Travel_Frequently,Sales,8,High School,800,3,Male,84,3,Sales Executive,4,Married,4342,No,19,5,4,2,1
37,No,Travel_Rarely,Research & Development,10,High School,802,4,Female,82,3,Research Scientist,1,Divorced,2782,Yes,13,6,5,3,4
38,No,Travel_Frequently,Research & Development,2,Masters,803,1,Female,75,4,Manufacturing Director,1,Single,5980,Yes,12,17,15,7,4
34,No,Travel_Rarely,Research & Development,2,Masters,804,3,Female,86,2,Research Scientist,1,Single,4381,No,11,6,6,5,1
35,No,Travel_Rarely,Sales,8,Masters,805,1,Female,72,3,Sales Representative,4,Married,2572,No,16,3,3,2,0
30,No,Travel_Rarely,Research & Development,1,Bachelors,806,4,Male,38,1,Laboratory Technician,3,Married,3833,No,21,7,2,2,0
40,No,Travel_Frequently,Research & Development,2,Associates,807,3,Female,38,4,Healthcare Representative,2,Married,4244,No,24,8,8,7,3
34,No,Travel_Rarely,Sales,8,Associates,808,3,Female,93,3,Sales Executive,1,Married,6500,No,17,6,3,2,1
42,No,Travel_Frequently,Research & Development,8,Bachelors,809,2,Male,66,3,Manager,4,Divorced,18430,No,13,24,24,7,14
23,Yes,Travel_Rarely,Research & Development,6,Bachelors,811,3,Male,63,4,Laboratory Technician,1,Married,1601,Yes,21,1,0,0,0
24,No,Non-Travel,Research & Development,9,Bachelors,812,3,Male,60,2,Laboratory Technician,2,Divorced,2694,No,11,1,1,0,0
52,No,Travel_Rarely,Research & Development,11,Masters,813,4,Female,82,3,Laboratory Technician,3,Married,3149,No,20,9,5,2,1
50,No,Travel_Rarely,Research & Development,2,Bachelors,815,3,Male,64,3,Research Director,3,Married,17639,No,16,30,4,3,0
29,Yes,Travel_Rarely,Research & Development,1,Associates,816,2,Female,36,2,Laboratory Technician,1,Married,2319,Yes,11,1,1,0,0
33,No,Travel_Rarely,Research & Development,7,Bachelors,817,3,Male,49,3,Research Director,3,Married,11691,No,11,14,13,9,3
33,Yes,Travel_Rarely,Sales,16,Bachelors,819,1,Female,69,3,Sales Executive,1,Single,5324,No,15,6,3,2,0
47,No,Travel_Rarely,Research & Development,2,Associates,820,3,Female,33,3,Manager,4,Married,16752,Yes,11,26,26,14,3
36,No,Travel_Rarely,Research & Development,1,Bachelors,823,3,Female,35,3,Manufacturing Director,2,Married,5228,No,15,10,9,7,0
29,No,Travel_Rarely,Research & Development,23,Associates,824,3,Male,81,4,Research Scientist,3,Married,2700,No,24,10,10,7,0
58,Yes,Travel_Rarely,Research & Development,2,Masters,825,4,Male,31,3,Research Director,2,Single,19246,Yes,12,40,31,15,13
35,No,Travel_Rarely,Research & Development,1,Masters,826,4,Female,40,4,Research Scientist,3,Single,2506,No,13,7,2,2,2
42,No,Travel_Rarely,Research & Development,1,Associates,827,4,Female,43,2,Manufacturing Director,4,Married,6062,Yes,13,8,4,3,0
28,Yes,Travel_Rarely,Research & Development,2,Masters,828,3,Male,46,3,Research Scientist,3,Single,4382,No,17,5,2,2,2
36,No,Travel_Rarely,Human Resources,13,Bachelors,829,3,Male,36,3,Human Resources,2,Married,2143,No,13,8,5,2,0
32,No,Travel_Rarely,Research & Development,4,Bachelors,830,3,Female,98,2,Manufacturing Director,3,Married,6162,No,12,14,14,13,6
40,No,Travel_Frequently,Research & Development,16,Masters,832,1,Male,51,2,Laboratory Technician,3,Single,5094,No,14,10,1,0,0
30,No,Travel_Rarely,Research & Development,2,Bachelors,833,3,Female,52,2,Manufacturing Director,4,Single,6877,Yes,24,12,0,0,0
45,No,Travel_Rarely,Research & Development,2,Bachelors,834,2,Female,95,2,Research Scientist,3,Single,2274,No,14,1,1,0,0
42,No,Travel_Rarely,Research & Development,29,Bachelors,836,2,Male,98,3,Manufacturing Director,2,Married,4434,No,13,10,9,8,7
38,No,Travel_Frequently,Research & Development,12,Bachelors,837,1,Male,45,2,Healthcare Representative,1,Divorced,6288,No,15,13,4,3,1
34,No,Travel_Frequently,Research & Development,16,Masters,838,3,Female,100,2,Research Scientist,4,Single,2553,No,16,6,5,2,1
49,Yes,Travel_Rarely,Sales,11,Bachelors,840,3,Female,43,3,Sales Executive,4,Married,7654,No,18,9,9,8,7
55,Yes,Travel_Rarely,Sales,2,High School,842,3,Male,37,3,Sales Executive,4,Single,5160,No,16,12,9,7,7
43,No,Travel_Rarely,Research & Development,14,Associates,843,2,Male,94,3,Research Director,1,Married,17159,No,24,22,4,1,1
27,No,Travel_Rarely,Research & Development,5,High School,844,3,Male,42,2,Research Director,4,Divorced,12808,Yes,16,9,9,8,0
35,No,Travel_Rarely,Research & Development,7,Bachelors,845,3,Male,59,3,Manufacturing Director,3,Single,10221,No,21,17,8,5,1
28,No,Travel_Rarely,Sales,2,Masters,846,2,Female,81,3,Sales Executive,2,Married,4779,Yes,20,8,8,7,7
34,No,Travel_Rarely,Human Resources,3,Associates,847,3,Male,88,3,Human Resources,4,Married,3737,No,19,4,3,2,0
26,Yes,Travel_Frequently,Research & Development,5,Associates,848,3,Female,88,2,Research Scientist,3,Married,2366,Yes,14,8,8,7,1
27,No,Non-Travel,Research & Development,3,Bachelors,850,4,Male,50,3,Research Scientist,4,Married,1706,No,11,0,0,0,0
51,No,Travel_Rarely,Sales,26,Masters,851,1,Female,66,3,Manager,3,Married,16307,No,14,29,20,6,4
44,No,Travel_Rarely,Research & Development,4,Bachelors,852,4,Male,50,3,Healthcare Representative,2,Single,5933,No,12,10,5,2,2
25,No,Travel_Rarely,Research & Development,2,High School,854,1,Male,65,4,Research Scientist,1,Single,3424,No,13,6,4,3,0
33,No,Travel_Rarely,Sales,1,Bachelors,855,1,Male,48,4,Sales Executive,1,Divorced,4037,No,22,9,9,8,0
35,No,Travel_Rarely,Research & Development,27,High School,856,3,Female,53,2,Research Scientist,1,Single,2559,No,11,6,6,5,1
36,No,Travel_Rarely,Sales,1,Associates,857,2,Male,56,3,Sales Executive,4,Married,6201,Yes,14,18,18,14,4
32,No,Travel_Rarely,Sales,13,Masters,859,2,Male,73,3,Sales Executive,4,Divorced,4403,No,11,8,5,2,0
30,No,Travel_Frequently,Research & Development,5,Masters,861,2,Male,75,2,Research Scientist,4,Divorced,3761,No,12,10,5,4,0
53,No,Travel_Rarely,Sales,7,Associates,862,1,Female,78,2,Sales Executive,4,Married,10934,Yes,18,35,5,2,0
45,No,Travel_Rarely,Sales,9,Bachelors,864,4,Male,74,3,Sales Executive,1,Divorced,10761,Yes,12,18,5,4,0
32,No,Travel_Rarely,Research & Development,8,Associates,865,3,Female,91,4,Research Scientist,3,Married,5175,No,12,9,5,3,1
52,No,Travel_Frequently,Research & Development,25,Masters,867,3,Female,81,2,Manufacturing Director,4,Married,13826,No,22,31,9,8,0
37,No,Travel_Rarely,Sales,16,Masters,868,4,Male,66,2,Sales Executive,3,Divorced,6334,No,19,9,1,0,0
28,No,Travel_Rarely,Human Resources,8,Associates,869,2,Male,63,2,Human Resources,4,Divorced,4936,No,13,6,5,1,0
22,No,Travel_Rarely,Research & Development,1,Associates,872,4,Male,33,2,Manufacturing Director,4,Married,4775,No,22,4,2,2,2
44,No,Travel_Rarely,Research & Development,8,Masters,874,1,Male,62,4,Laboratory Technician,4,Married,2818,Yes,24,10,3,2,0
42,No,Travel_Frequently,Research & Development,2,High School,875,2,Male,35,3,Research Scientist,4,Single,2515,Yes,14,8,2,1,2
36,No,Travel_Rarely,Human Resources,8,Bachelors,878,1,Male,77,2,Human Resources,1,Married,2342,No,21,6,5,4,0
25,No,Travel_Rarely,Sales,3,High School,879,3,Male,98,3,Sales Executive,1,Married,4194,Yes,18,5,5,3,0
35,No,Travel_Rarely,Research & Development,9,Bachelors,880,4,Female,66,2,Manufacturing Director,3,Married,10685,Yes,20,17,17,14,5
35,Yes,Travel_Frequently,Research & Development,25,Masters,881,4,Female,96,3,Research Scientist,2,Divorced,2022,Yes,19,10,10,2,7
32,No,Non-Travel,Research & Development,1,Bachelors,882,4,Male,61,3,Laboratory Technician,4,Divorced,2314,No,12,4,3,0,0
